P 550, -150, 70, 102, 255, 102, 2, Fourth_Floor
P 550, -125, 50, 0, 204, 0, 2, Third_Floor
P 550, -100, 26, 0, 204, 204, 2, Second_Floor
P 550, -75, 0, 0, 0, 0, 2, First_Floor_(Ground)
P 550, -50, -21, 178, 102, 255, 2, Basement
P 550, -25, -43, 102, 0, 204, 2, Sub_Basement
L 292.0, 107.0, 0.0, 292.0, 105.0, 0.0, 0, 0, 0
L 292.0, 105.0, 0.0, 291.0, 105.0, 0.0, 0, 0, 0
L 291.0, 105.0, 0.0, 290.0, 105.0, 0.0, 0, 0, 0
L 290.0, 105.0, 0.0, 290.0, 67.0, 0.0, 0, 0, 0
L 290.0, 67.0, 0.0, 289.0, 67.0, 0.0, 0, 0, 0
L 289.0, 67.0, 0.0, 287.0, 67.0, 0.0, 0, 0, 0
L 287.0, 67.0, 0.0, 287.0, 81.0, 0.0, 0, 0, 0
L 287.0, 81.0, 0.0, 285.0, 81.0, 0.0, 0, 0, 0
L 285.0, 81.0, 0.0, 285.0, 83.0, 0.0, 0, 0, 0
L 285.0, 83.0, 0.0, 278.0, 83.0, 0.0, 0, 0, 0
L 278.0, 83.0, 0.0, 278.0, 81.0, 0.0, 0, 0, 0
L 278.0, 81.0, 0.0, 275.0, 81.0, 0.0, 0, 0, 0
L 275.0, 81.0, 0.0, 275.0, 82.0, 0.0, 0, 0, 0
L 275.0, 86.0, 0.0, 287.0, 86.0, 0.0, 0, 0, 0
L 287.0, 86.0, 0.0, 287.0, 107.0, 0.0, 0, 0, 0
L 287.0, 107.0, 0.0, 269.0, 107.0, 0.0, 0, 0, 0
L 269.0, 107.0, 0.0, 264.0, 107.0, 0.0, 0, 0, 0
L 264.0, 107.0, 0.0, 264.0, 86.0, 0.0, 0, 0, 0
L 264.0, 86.0, 0.0, 266.0, 86.0, 0.0, 0, 0, 0
L 266.0, 86.0, 0.0, 266.0, 82.0, 0.0, 0, 0, 0
L 266.0, 81.0, 0.0, 263.0, 81.0, 0.0, 0, 0, 0
L 263.0, 81.0, 0.0, 263.0, 83.0, 0.0, 0, 0, 0
L 263.0, 83.0, 0.0, 256.0, 83.0, 0.0, 0, 0, 0
L 256.0, 83.0, 0.0, 256.0, 81.0, 0.0, 0, 0, 0
L 256.0, 81.0, 0.0, 255.0, 81.0, 0.0, 0, 0, 0
L 255.0, 81.0, 0.0, 253.0, 81.0, 0.0, 0, 0, 0
L 253.0, 81.0, 0.0, 253.0, 82.0, 0.0, 0, 0, 0
L 253.0, 86.0, 0.0, 261.0, 86.0, 0.0, 0, 0, 0
L 261.0, 86.0, 0.0, 261.0, 107.0, 0.0, 0, 0, 0
L 261.0, 107.0, 0.0, 242.0, 107.0, 0.0, 0, 0, 0
L 242.0, 107.0, 0.0, 242.0, 94.0, 0.0, 0, 0, 0
L 242.0, 94.0, 0.0, 242.0, 86.0, 0.0, 0, 0, 0
L 242.0, 86.0, 0.0, 243.0, 86.0, 0.0, 0, 0, 0
L 243.0, 86.0, 0.0, 244.0, 86.0, 0.0, 0, 0, 0
L 244.0, 86.0, 0.0, 244.0, 82.0, 0.0, 0, 0, 0
L 244.0, 81.0, 0.0, 243.0, 81.0, 0.0, 0, 0, 0
L 243.0, 81.0, 0.0, 241.0, 81.0, 0.0, 0, 0, 0
L 241.0, 81.0, 0.0, 241.0, 83.0, 0.0, 0, 0, 0
L 241.0, 83.0, 0.0, 240.0, 83.0, 0.0, 0, 0, 0
L 240.0, 83.0, 0.0, 240.0, 81.0, 0.0, 0, 0, 0
L 240.0, 81.0, 0.0, 239.0, 81.0, 0.0, 0, 0, 0
L 239.0, 81.0, 0.0, 237.0, 81.0, 0.0, 0, 0, 0
L 237.0, 81.0, 0.0, 237.0, 82.0, 0.0, 0, 0, 0
L 237.0, 82.0, 0.0, 237.0, 86.0, 0.0, 0, 0, 0
L 237.0, 86.0, 0.0, 239.0, 86.0, 0.0, 0, 0, 0
L 239.0, 86.0, 0.0, 239.0, 107.0, 0.0, 0, 0, 0
L 239.0, 107.0, 0.0, 218.0, 107.0, 0.0, 0, 0, 0
L 218.0, 107.0, 0.0, 218.0, 89.0, 0.0, 0, 0, 0
L 218.0, 89.0, 0.0, 218.0, 86.0, 0.0, 0, 0, 0
L 218.0, 86.0, 0.0, 227.0, 86.0, 0.0, 0, 0, 0
L 227.0, 86.0, 0.0, 228.0, 86.0, 0.0, 0, 0, 0
L 228.0, 86.0, 0.0, 228.0, 82.0, 0.0, 0, 0, 0
L 228.0, 81.0, 0.0, 227.0, 81.0, 0.0, 0, 0, 0
L 227.0, 81.0, 0.0, 225.0, 81.0, 0.0, 0, 0, 0
L 225.0, 81.0, 0.0, 225.0, 83.0, 0.0, 0, 0, 0
L 225.0, 83.0, 0.0, 218.0, 83.0, 0.0, 0, 0, 0
L 218.0, 83.0, 0.0, 218.0, 81.0, 0.0, 0, 0, 0
L 218.0, 81.0, 0.0, 217.0, 81.0, 0.0, 0, 0, 0
L 217.0, 81.0, 0.0, 215.0, 81.0, 0.0, 0, 0, 0
L 215.0, 81.0, 0.0, 215.0, 82.0, 0.0, 0, 0, 0
L 215.0, 107.0, 0.0, 180.0, 107.0, 0.0, 0, 0, 0
L 180.0, 107.0, 0.0, 180.0, 89.0, 0.0, 0, 0, 0
L 180.0, 89.0, 0.0, 180.0, 86.0, 0.0, 0, 0, 0
L 180.0, 86.0, 0.0, 206.0, 86.0, 0.0, 0, 0, 0
L 206.0, 86.0, 0.0, 206.0, 82.0, 0.0, 0, 0, 0
L 206.0, 81.0, 0.0, 204.0, 81.0, 0.0, 0, 0, 0
L 204.0, 81.0, 0.0, 204.0, 64.0, 0.0, 0, 0, 0
L 204.0, 64.0, 0.0, 206.0, 64.0, 0.0, 0, 0, 0
L 206.0, 64.0, 0.0, 206.0, 63.0, 0.0, 0, 0, 0
L 206.0, 63.0, 0.0, 206.0, 61.0, 0.0, 0, 0, 0
L 206.0, 61.0, 0.0, 205.0, 61.0, 0.0, 0, 0, 0
L 205.0, 61.0, 0.0, 201.0, 61.0, 0.0, 0, 0, 0
L 201.0, 61.0, 0.0, 201.0, 62.0, 0.0, 0, 0, 0
L 201.0, 62.0, 0.0, 201.0, 83.0, 0.0, 0, 0, 0
L 201.0, 83.0, 0.0, 180.0, 83.0, 0.0, 0, 0, 0
L 180.0, 83.0, 0.0, 180.0, 38.0, 0.0, 0, 0, 0
L 180.0, 38.0, 0.0, 201.0, 38.0, 0.0, 0, 0, 0
L 201.0, 38.0, 0.0, 201.0, 51.0, 0.0, 0, 0, 0
L 201.0, 51.0, 0.0, 201.0, 52.0, 0.0, 0, 0, 0
L 201.0, 52.0, 0.0, 206.0, 52.0, 0.0, 0, 0, 0
L 206.0, 52.0, 0.0, 206.0, 49.0, 0.0, 0, 0, 0
L 206.0, 49.0, 0.0, 205.0, 49.0, 0.0, 0, 0, 0
L 205.0, 49.0, 0.0, 204.0, 49.0, 0.0, 0, 0, 0
L 204.0, 49.0, 0.0, 204.0, 40.0, 0.0, 0, 0, 0
L 204.0, 40.0, 0.0, 206.0, 40.0, 0.0, 0, 0, 0
L 206.0, 40.0, 0.0, 206.0, 39.0, 0.0, 0, 0, 0
L 206.0, 39.0, 0.0, 206.0, 38.0, 0.0, 0, 0, 0
L 206.0, 38.0, 0.0, 213.0, 38.0, 0.0, 0, 0, 0
L 213.0, 38.0, 0.0, 213.0, 40.0, 0.0, 0, 0, 0
L 213.0, 40.0, 0.0, 216.0, 40.0, 0.0, 0, 0, 0
L 216.0, 40.0, 0.0, 216.0, 39.0, 0.0, 0, 0, 0
L 216.0, 39.0, 0.0, 216.0, 33.0, 0.0, 0, 0, 0
L 216.0, 33.0, 0.0, 215.0, 33.0, 0.0, 0, 0, 0
L 215.0, 33.0, 0.0, 213.0, 33.0, 0.0, 0, 0, 0
L 213.0, 33.0, 0.0, 213.0, 35.0, 0.0, 0, 0, 0
L 213.0, 35.0, 0.0, 182.0, 35.0, 0.0, 0, 0, 0
L 182.0, 35.0, 0.0, 182.0, 0.0, 0.0, 0, 0, 0
L 182.0, 0.0, 0.0, 179.0, 0.0, 0.0, 0, 0, 0
L 179.0, 0.0, 0.0, 179.0, 25.0, 0.0, 0, 0, 0
L 179.0, 25.0, 0.0, 166.0, 25.0, 0.0, 0, 0, 0
L 166.0, 25.0, 0.0, 165.0, 25.0, 0.0, 0, 0, 0
L 165.0, 25.0, 0.0, 165.0, 30.0, 0.0, 0, 0, 0
L 165.0, 30.0, 0.0, 167.0, 30.0, 0.0, 0, 0, 0
L 167.0, 30.0, 0.0, 167.0, 39.0, 0.0, 0, 0, 0
L 167.0, 39.0, 0.0, 165.0, 39.0, 0.0, 0, 0, 0
L 165.0, 39.0, 0.0, 165.0, 40.0, 0.0, 0, 0, 0
L 165.0, 40.0, 0.0, 165.0, 41.0, 0.0, 0, 0, 0
L 165.0, 41.0, 0.0, 158.0, 41.0, 0.0, 0, 0, 0
L 158.0, 41.0, 0.0, 158.0, 39.0, 0.0, 0, 0, 0
L 158.0, 39.0, 0.0, 157.0, 39.0, 0.0, 0, 0, 0
L 157.0, 39.0, 0.0, 155.0, 39.0, 0.0, 0, 0, 0
L 155.0, 39.0, 0.0, 155.0, 40.0, 0.0, 0, 0, 0
L 155.0, 40.0, 0.0, 155.0, 41.0, 0.0, 0, 0, 0
L 155.0, 41.0, 0.0, 146.0, 41.0, 0.0, 0, 0, 0
L 146.0, 41.0, 0.0, 146.0, 39.0, 0.0, 0, 0, 0
L 146.0, 39.0, 0.0, 143.0, 39.0, 0.0, 0, 0, 0
L 143.0, 39.0, 0.0, 143.0, 41.0, 0.0, 0, 0, 0
L 143.0, 41.0, 0.0, 134.0, 41.0, 0.0, 0, 0, 0
L 134.0, 41.0, 0.0, 134.0, 39.0, 0.0, 0, 0, 0
L 134.0, 39.0, 0.0, 131.0, 39.0, 0.0, 0, 0, 0
L 131.0, 39.0, 0.0, 131.0, 44.0, 0.0, 0, 0, 0
L 131.0, 44.0, 0.0, 132.0, 44.0, 0.0, 0, 0, 0
L 132.0, 44.0, 0.0, 133.0, 44.0, 0.0, 0, 0, 0
L 133.0, 44.0, 0.0, 133.0, 61.0, 0.0, 0, 0, 0
L 133.0, 61.0, 0.0, 131.0, 61.0, 0.0, 0, 0, 0
L 131.0, 61.0, 0.0, 131.0, 62.0, 0.0, 0, 0, 0
L 131.0, 62.0, 0.0, 131.0, 63.0, 0.0, 0, 0, 0
L 131.0, 63.0, 0.0, 100.0, 63.0, 0.0, 0, 0, 0
L 100.0, 63.0, 0.0, 100.0, 50.0, 0.0, 150, 150, 150
L 100.0, 50.0, 0.0, 117.0, 50.0, 0.0, 0, 0, 0
L 117.0, 50.0, 0.0, 117.0, 51.0, 0.0, 0, 0, 0
L 117.0, 51.0, 0.0, 117.0, 52.0, 0.0, 0, 0, 0
L 117.0, 52.0, 0.0, 119.0, 52.0, 0.0, 0, 0, 0
L 119.0, 52.0, 0.0, 120.0, 52.0, 0.0, 0, 0, 0
L 120.0, 52.0, 0.0, 120.0, 44.0, 0.0, 0, 0, 0
L 120.0, 44.0, 0.0, 122.0, 44.0, 0.0, 0, 0, 0
L 122.0, 44.0, 0.0, 122.0, 39.0, 0.0, 0, 0, 0
L 122.0, 39.0, 0.0, 119.0, 39.0, 0.0, 0, 0, 0
L 119.0, 39.0, 0.0, 119.0, 41.0, 0.0, 0, 0, 0
L 119.0, 41.0, 0.0, 112.0, 41.0, 0.0, 0, 0, 0
L 112.0, 41.0, 0.0, 112.0, 39.0, 0.0, 0, 0, 0
L 112.0, 39.0, 0.0, 111.0, 39.0, 0.0, 0, 0, 0
L 111.0, 39.0, 0.0, 110.0, 39.0, 0.0, 0, 0, 0
L 110.0, 39.0, 0.0, 110.0, 30.0, 0.0, 0, 0, 0
L 110.0, 30.0, 0.0, 111.0, 30.0, 0.0, 0, 0, 0
L 111.0, 30.0, 0.0, 112.0, 30.0, 0.0, 0, 0, 0
L 112.0, 30.0, 0.0, 112.0, 25.0, 0.0, 0, 0, 0
L 112.0, 25.0, 0.0, 107.0, 25.0, 0.0, 0, 0, 0
L 107.0, 25.0, 0.0, 107.0, 41.0, 0.0, 0, 0, 0
L 107.0, 41.0, 0.0, 74.0, 41.0, 0.0, 0, 0, 0
L 87.0, 14.0, 0.0, 87.0, 13.0, 0.0, 0, 0, 0
L 87.0, 0.0, 0.0, 96.0, 0.0, 0.0, 0, 0, 0
L 96.0, 0.0, 0.0, 96.0, 28.0, 0.0, 0, 0, 0
L 96.0, 28.0, 0.0, 95.0, 28.0, 0.0, 0, 0, 0
L 95.0, 28.0, 0.0, 87.0, 28.0, 0.0, 0, 0, 0
L 87.0, 13.0, 0.0, 87.0, 0.0, 0.0, 0, 0, 0
L 87.0, 28.0, 0.0, 87.0, 13.0, 0.0, 0, 0, 0
L 74.0, -35.0, 14.0, 74.0, -33.0, 14.0, 0, 0, 0
L 74.0, -33.0, 14.0, 73.0, -33.0, 14.0, 0, 0, 0
L 73.0, -33.0, 14.0, 67.0, -33.0, 14.0, 0, 0, 0
L 67.0, -33.0, 14.0, 67.0, -36.0, 14.0, 0, 0, 0
L 67.0, -36.0, 14.0, 69.0, -36.0, 14.0, 0, 0, 0
L 69.0, -36.0, 14.0, 69.0, -41.0, 14.0, 0, 0, 0
L 69.0, -41.0, 14.0, 44.0, -41.0, 14.0, 0, 0, 0
L 44.0, -41.0, 14.0, 44.0, -16.0, 14.0, 0, 0, 0
L 44.0, -16.0, 14.0, 69.0, -16.0, 14.0, 0, 0, 0
L 69.0, -16.0, 14.0, 69.0, -21.0, 14.0, 0, 0, 0
L 69.0, -21.0, 14.0, 67.0, -21.0, 14.0, 0, 0, 0
L 67.0, -21.0, 14.0, 67.0, -24.0, 14.0, 0, 0, 0
L 67.0, -24.0, 14.0, 68.0, -24.0, 14.0, 0, 0, 0
L 68.0, -24.0, 14.0, 74.0, -24.0, 14.0, 0, 0, 0
L 74.0, -24.0, 14.0, 74.0, -22.0, 14.0, 0, 0, 0
L 74.0, 50.0, 14.0, 74.0, 52.0, 14.0, 0, 0, 0
L 74.0, 52.0, 14.0, 73.0, 52.0, 14.0, 0, 0, 0
L 73.0, 52.0, 14.0, 67.0, 52.0, 14.0, 0, 0, 0
L 67.0, 52.0, 14.0, 67.0, 49.0, 14.0, 0, 0, 0
L 67.0, 49.0, 14.0, 69.0, 49.0, 14.0, 0, 0, 0
L 69.0, 49.0, 14.0, 69.0, 44.0, 14.0, 0, 0, 0
L 69.0, 44.0, 14.0, 44.0, 44.0, 14.0, 0, 0, 0
L 44.0, 44.0, 14.0, 44.0, 69.0, 14.0, 0, 0, 0
L 44.0, 69.0, 14.0, 69.0, 69.0, 14.0, 0, 0, 0
L 69.0, 69.0, 14.0, 69.0, 64.0, 14.0, 0, 0, 0
L 69.0, 64.0, 14.0, 67.0, 64.0, 14.0, 0, 0, 0
L 67.0, 64.0, 14.0, 67.0, 63.0, 14.0, 0, 0, 0
L 67.0, 63.0, 14.0, 67.0, 61.0, 14.0, 0, 0, 0
L 67.0, 61.0, 14.0, 74.0, 61.0, 14.0, 0, 0, 0
L 74.0, 61.0, 14.0, 74.0, 63.0, 14.0, 0, 0, 0
L 350.0, 24.0, 14.0, 350.0, 23.0, 13.0, 0, 204, 204
L 333.0, 24.0, 14.0, 333.0, 23.0, 13.0, 0, 204, 204
L 333.0, 24.0, 14.0, 336.0, 24.0, 14.0, 0, 204, 204
L 324.0, 33.0, 14.0, 359.0, 33.0, 14.0, 0, 204, 204
L 347.0, 2.0, 26.0, 347.0, 0.0, 26.0, 0, 204, 204
L 347.0, 0.0, 26.0, 359.0, 0.0, 26.0, 0, 204, 204
L 359.0, 0.0, 26.0, 359.0, -11.0, 26.0, 0, 204, 204
L 359.0, -11.0, 26.0, 347.0, -11.0, 26.0, 0, 204, 204
L 347.0, -11.0, 26.0, 347.0, -14.0, 26.0, 0, 204, 204
L 347.0, -14.0, 26.0, 359.0, -14.0, 26.0, 0, 204, 204
L 359.0, -14.0, 26.0, 359.0, -23.0, 26.0, 0, 204, 204
L 359.0, -23.0, 26.0, 311.0, -23.0, 26.0, 0, 204, 204
L 311.0, -23.0, 26.0, 311.0, -28.0, 26.0, 0, 204, 204
L 311.0, -28.0, 26.0, 357.0, -28.0, 26.0, 0, 204, 204
L 357.0, -28.0, 26.0, 357.0, -81.0, 26.0, 0, 204, 204
L 357.0, -81.0, 26.0, 344.0, -81.0, 26.0, 0, 204, 204
L 344.0, -81.0, 26.0, 344.0, -61.0, 26.0, 150, 150, 150
L 344.0, -61.0, 26.0, 340.0, -51.0, 26.0, 150, 150, 150
L 340.0, -51.0, 26.0, 307.0, -51.0, 26.0, 150, 150, 150
L 307.0, -51.0, 26.0, 303.0, -61.0, 26.0, 150, 150, 150
L 303.0, -61.0, 26.0, 303.0, -81.0, 26.0, 150, 150, 150
L 303.0, -81.0, 26.0, 292.0, -81.0, 26.0, 0, 204, 204
L 292.0, -81.0, 26.0, 292.0, -26.0, 26.0, 0, 204, 204
L 292.0, -26.0, 26.0, 299.0, -26.0, 26.0, 0, 204, 204
L 299.0, -26.0, 26.0, 300.0, -26.0, 26.0, 0, 204, 204
L 300.0, -26.0, 26.0, 300.0, -23.0, 26.0, 0, 204, 204
L 300.0, -23.0, 26.0, 261.0, -23.0, 26.0, 0, 204, 204
L 261.0, -23.0, 26.0, 261.0, -24.0, 26.0, 0, 204, 204
L 261.0, -26.0, 26.0, 267.0, -26.0, 26.0, 0, 204, 204
L 267.0, -26.0, 26.0, 267.0, -30.0, 26.0, 0, 204, 204
L 267.0, -30.0, 26.0, 283.0, -30.0, 26.0, 0, 204, 204
L 283.0, -30.0, 26.0, 283.0, -44.0, 26.0, 0, 204, 204
L 287.0, -44.0, 26.0, 287.0, -64.0, 26.0, 0, 204, 204
L 287.0, -64.0, 26.0, 287.0, -79.0, 26.0, 0, 204, 204
L 287.0, -44.0, 26.0, 283.0, -44.0, 26.0, 0, 204, 204
L 287.0, -79.0, 26.0, 279.0, -79.0, 26.0, 0, 204, 204
L 279.0, -79.0, 26.0, 228.0, -79.0, 26.0, 0, 204, 204
L 228.0, -79.0, 26.0, 228.0, -47.0, 26.0, 0, 204, 204
L 228.0, -47.0, 26.0, 225.0, -47.0, 26.0, 0, 204, 204
L 225.0, -47.0, 26.0, 225.0, -83.0, 26.0, 0, 204, 204
L 225.0, -83.0, 26.0, 204.0, -83.0, 26.0, 0, 204, 204
L 204.0, -83.0, 26.0, 204.0, -26.0, 26.0, 0, 204, 204
L 204.0, -26.0, 26.0, 225.0, -26.0, 26.0, 0, 204, 204
L 225.0, -26.0, 26.0, 225.0, -36.0, 26.0, 0, 204, 204
L 225.0, -36.0, 26.0, 227.0, -36.0, 26.0, 0, 204, 204
L 227.0, -36.0, 26.0, 228.0, -36.0, 26.0, 0, 204, 204
L 228.0, -36.0, 26.0, 228.0, -30.0, 26.0, 0, 204, 204
L 228.0, -30.0, 26.0, 248.0, -30.0, 26.0, 0, 204, 204
L 248.0, -30.0, 26.0, 248.0, -29.0, 26.0, 0, 204, 204
L 248.0, -29.0, 26.0, 248.0, -26.0, 26.0, 0, 204, 204
L 248.0, -26.0, 26.0, 252.0, -26.0, 26.0, 0, 204, 204
L 252.0, -26.0, 26.0, 252.0, -24.0, 26.0, 0, 204, 204
L 252.0, -23.0, 26.0, 251.0, -23.0, 26.0, 0, 204, 204
L 251.0, -23.0, 26.0, 180.0, -23.0, 26.0, 0, 204, 204
L 180.0, -23.0, 26.0, 180.0, -14.0, 26.0, 0, 204, 204
L 180.0, -14.0, 26.0, 192.0, -14.0, 26.0, 0, 204, 204
L 192.0, -14.0, 26.0, 192.0, -13.0, 26.0, 0, 204, 204
L 192.0, -13.0, 26.0, 192.0, -11.0, 26.0, 0, 204, 204
L 192.0, -11.0, 26.0, 191.0, -11.0, 26.0, 0, 204, 204
L 191.0, -11.0, 26.0, 180.0, -11.0, 26.0, 0, 204, 204
L 180.0, -11.0, 26.0, 180.0, 10.0, 26.0, 0, 204, 204
L 180.0, 10.0, 26.0, 191.0, 10.0, 26.0, 0, 204, 204
L 192.0, 10.0, 26.0, 193.0, 10.0, 26.0, 0, 204, 204
L 193.0, 10.0, 26.0, 193.0, 11.0, 26.0, 0, 204, 204
L 193.0, 11.0, 26.0, 193.0, 20.0, 26.0, 0, 204, 204
L 193.0, 20.0, 26.0, 200.0, 20.0, 26.0, 0, 204, 204
L 200.0, 20.0, 26.0, 200.0, 3.0, 26.0, 0, 204, 204
L 200.0, 3.0, 26.0, 213.0, 3.0, 26.0, 0, 204, 204
L 213.0, 3.0, 26.0, 213.0, -11.0, 26.0, 0, 204, 204
L 213.0, -11.0, 26.0, 203.0, -11.0, 26.0, 0, 204, 204
L 203.0, -11.0, 26.0, 203.0, -14.0, 26.0, 0, 204, 204
L 203.0, -14.0, 26.0, 216.0, -14.0, 26.0, 0, 204, 204
L 216.0, -14.0, 26.0, 216.0, 36.0, 26.0, 0, 204, 204
L 216.0, 36.0, 26.0, 215.0, 36.0, 26.0, 0, 204, 204
L 215.0, 36.0, 26.0, 180.0, 36.0, 26.0, 0, 204, 204
L 180.0, 36.0, 26.0, 180.0, 45.0, 26.0, 0, 204, 204
L 180.0, 45.0, 26.0, 192.0, 45.0, 26.0, 0, 204, 204
L 180.0, 48.0, 26.0, 180.0, 83.0, 26.0, 0, 204, 204
L 180.0, 83.0, 26.0, 203.0, 83.0, 26.0, 0, 204, 204
L 203.0, 83.0, 26.0, 204.0, 83.0, 26.0, 0, 204, 204
L 204.0, 83.0, 26.0, 204.0, 86.0, 26.0, 0, 204, 204
L 204.0, 86.0, 26.0, 180.0, 86.0, 26.0, 0, 204, 204
L 215.0, 107.0, 26.0, 215.0, 48.0, 26.0, 0, 204, 204
L 215.0, 48.0, 26.0, 201.0, 48.0, 26.0, 0, 204, 204
L 201.0, 48.0, 26.0, 201.0, 46.0, 26.0, 0, 204, 204
L 201.0, 45.0, 26.0, 228.0, 45.0, 26.0, 0, 204, 204
L 228.0, 45.0, 26.0, 228.0, 46.0, 26.0, 0, 204, 204
L 228.0, 48.0, 26.0, 227.0, 48.0, 26.0, 0, 204, 204
L 227.0, 48.0, 26.0, 218.0, 48.0, 26.0, 0, 204, 204
L 218.0, 48.0, 26.0, 218.0, 83.0, 26.0, 0, 204, 204
L 218.0, 83.0, 26.0, 240.0, 83.0, 26.0, 0, 204, 204
L 240.0, 83.0, 26.0, 240.0, 86.0, 26.0, 0, 204, 204
L 240.0, 86.0, 26.0, 239.0, 86.0, 26.0, 0, 204, 204
L 239.0, 86.0, 26.0, 218.0, 86.0, 26.0, 0, 204, 204
L 218.0, 86.0, 26.0, 218.0, 107.0, 26.0, 0, 204, 204
L 218.0, 107.0, 26.0, 228.0, 107.0, 26.0, 0, 204, 204
L 228.0, 107.0, 26.0, 231.0, 107.0, 26.0, 0, 204, 204
L 231.0, 107.0, 26.0, 251.0, 107.0, 26.0, 0, 204, 204
L 251.0, 107.0, 26.0, 251.0, 48.0, 26.0, 0, 204, 204
L 251.0, 48.0, 26.0, 237.0, 48.0, 26.0, 0, 204, 204
L 237.0, 48.0, 26.0, 237.0, 47.0, 26.0, 0, 204, 204
L 237.0, 47.0, 26.0, 237.0, 46.0, 26.0, 0, 204, 204
L 237.0, 45.0, 26.0, 264.0, 45.0, 26.0, 0, 204, 204
L 264.0, 45.0, 26.0, 264.0, 46.0, 26.0, 0, 204, 204
L 264.0, 48.0, 26.0, 254.0, 48.0, 26.0, 0, 204, 204
L 254.0, 48.0, 26.0, 254.0, 83.0, 26.0, 0, 204, 204
L 254.0, 83.0, 26.0, 275.0, 83.0, 26.0, 0, 204, 204
L 275.0, 83.0, 26.0, 276.0, 83.0, 26.0, 0, 204, 204
L 276.0, 83.0, 26.0, 276.0, 85.0, 26.0, 0, 204, 204
L 276.0, 85.0, 26.0, 275.0, 86.0, 26.0, 0, 204, 204
L 275.0, 86.0, 26.0, 254.0, 86.0, 26.0, 0, 204, 204
L 254.0, 86.0, 26.0, 254.0, 96.0, 26.0, 0, 204, 204
L 254.0, 96.0, 26.0, 254.0, 107.0, 26.0, 0, 204, 204
L 254.0, 107.0, 26.0, 270.0, 107.0, 26.0, 0, 204, 204
L 270.0, 107.0, 26.0, 287.0, 107.0, 26.0, 0, 204, 204
L 287.0, 107.0, 26.0, 287.0, 48.0, 26.0, 0, 204, 204
L 287.0, 48.0, 26.0, 273.0, 48.0, 26.0, 0, 204, 204
L 273.0, 48.0, 26.0, 273.0, 46.0, 26.0, 0, 204, 204
L 273.0, 45.0, 26.0, 300.0, 45.0, 26.0, 0, 204, 204
L 300.0, 45.0, 26.0, 300.0, 46.0, 26.0, 0, 204, 204
L 300.0, 46.0, 26.0, 300.0, 48.0, 26.0, 0, 204, 204
L 300.0, 48.0, 26.0, 299.0, 48.0, 26.0, 0, 204, 204
L 299.0, 48.0, 26.0, 292.0, 48.0, 26.0, 0, 204, 204
L 292.0, 48.0, 26.0, 292.0, 50.0, 26.0, 0, 204, 204
L 292.0, 50.0, 26.0, 291.0, 50.0, 26.0, 0, 204, 204
L 291.0, 50.0, 26.0, 290.0, 50.0, 26.0, 0, 204, 204
L 290.0, 50.0, 26.0, 290.0, 75.0, 26.0, 0, 204, 204
L 290.0, 75.0, 26.0, 291.0, 75.0, 26.0, 0, 204, 204
L 291.0, 75.0, 26.0, 292.0, 75.0, 26.0, 0, 204, 204
L 292.0, 75.0, 26.0, 292.0, 78.0, 26.0, 0, 204, 204
L 292.0, 78.0, 26.0, 291.0, 78.0, 26.0, 0, 204, 204
L 291.0, 78.0, 26.0, 290.0, 78.0, 26.0, 0, 204, 204
L 290.0, 78.0, 26.0, 290.0, 105.0, 26.0, 0, 204, 204
L 290.0, 105.0, 26.0, 292.0, 105.0, 26.0, 0, 204, 204
L 292.0, 105.0, 26.0, 292.0, 106.0, 26.0, 0, 204, 204
L 292.0, 106.0, 26.0, 292.0, 107.0, 26.0, 0, 204, 204
L 292.0, 107.0, 26.0, 323.0, 107.0, 26.0, 0, 204, 204
L 323.0, 107.0, 26.0, 323.0, 105.0, 26.0, 0, 204, 204
L 323.0, 105.0, 26.0, 325.0, 105.0, 26.0, 0, 204, 204
L 325.0, 105.0, 26.0, 326.0, 106.0, 26.0, 0, 204, 204
L 326.0, 106.0, 26.0, 326.0, 107.0, 26.0, 0, 204, 204
L 326.0, 107.0, 26.0, 357.0, 107.0, 26.0, 0, 204, 204
L 357.0, 107.0, 26.0, 357.0, 105.0, 26.0, 0, 204, 204
L 357.0, 105.0, 26.0, 359.0, 105.0, 26.0, 0, 204, 204
L 359.0, 105.0, 26.0, 359.0, 78.0, 26.0, 0, 204, 204
L 359.0, 78.0, 26.0, 357.0, 78.0, 26.0, 0, 204, 204
L 357.0, 78.0, 26.0, 357.0, 75.0, 26.0, 0, 204, 204
L 357.0, 75.0, 26.0, 359.0, 75.0, 26.0, 0, 204, 204
L 359.0, 75.0, 26.0, 359.0, 50.0, 26.0, 0, 204, 204
L 359.0, 50.0, 26.0, 357.0, 50.0, 26.0, 0, 204, 204
L 357.0, 50.0, 26.0, 357.0, 49.0, 26.0, 0, 204, 204
L 357.0, 49.0, 26.0, 357.0, 48.0, 26.0, 0, 204, 204
L 357.0, 48.0, 26.0, 349.0, 48.0, 26.0, 0, 204, 204
L 349.0, 48.0, 26.0, 349.0, 46.0, 26.0, 0, 204, 204
L 349.0, 46.0, 26.0, 349.0, 45.0, 26.0, 0, 204, 204
L 349.0, 45.0, 26.0, 359.0, 45.0, 26.0, 0, 204, 204
L 359.0, 45.0, 26.0, 359.0, 36.0, 26.0, 0, 204, 204
L 359.0, 36.0, 26.0, 321.0, 36.0, 26.0, 0, 204, 204
