P 350, -100, 0, 0, 0, 0, 2, Level_1_(Top)
P 350, -75, -42, 255, 102, 255, 2, Level_2
P 350, -50, -86, 204, 0, 204, 2, Level_3
P 350, -25, -116, 178, 102, 255, 2, Level_4
P 350, 0, -149, 102, 0, 204, 2, Level_5_(Bottom)
L -118.0, -59.0, -47.0, -106.0, -70.0, -47.0, 255, 102, 255
L -106.0, -70.0, -47.0, -130.0, -87.0, -47.0, 255, 102, 255
L -130.0, -87.0, -47.0, -138.0, -98.0, -47.0, 255, 102, 255
L -138.0, -98.0, -47.0, -130.0, -109.0, -47.0, 255, 102, 255
L -130.0, -109.0, -47.0, -138.0, -120.0, -47.0, 255, 102, 255
L -138.0, -120.0, -47.0, -138.0, -127.0, -47.0, 255, 102, 255
L -138.0, -127.0, -47.0, -141.0, -133.0, -42.0, 255, 102, 255
L -141.0, -133.0, -42.0, -136.0, -140.0, -47.0, 255, 102, 255
L -136.0, -140.0, -47.0, -133.0, -145.0, -47.0, 255, 102, 255
L -133.0, -145.0, -47.0, -99.0, -145.0, -46.0, 255, 102, 255
L -99.0, -145.0, -46.0, -72.0, -154.0, -47.0, 255, 102, 255
L -72.0, -154.0, -47.0, -85.0, -179.0, -47.0, 255, 102, 255
L -85.0, -179.0, -47.0, -89.0, -166.0, -47.0, 255, 102, 255
L -89.0, -166.0, -47.0, -112.0, -156.0, -47.0, 255, 102, 255
L -112.0, -156.0, -47.0, -124.0, -160.0, -47.0, 255, 102, 255
L -124.0, -160.0, -47.0, -144.0, -144.0, -47.0, 255, 102, 255
L -144.0, -144.0, -47.0, -155.0, -124.0, -47.0, 255, 102, 255
L -155.0, -124.0, -47.0, -145.0, -97.0, -47.0, 255, 102, 255
L -145.0, -97.0, -47.0, -142.0, -76.0, -47.0, 255, 102, 255
L -142.0, -76.0, -47.0, -135.0, -67.0, -47.0, 255, 102, 255
L -135.0, -67.0, -47.0, -141.0, -50.0, -47.0, 255, 102, 255
L -141.0, -50.0, -47.0, -143.0, -2.0, -47.0, 255, 102, 255
L -143.0, -2.0, -47.0, -131.0, 35.0, -47.0, 255, 102, 255
L -131.0, 35.0, -47.0, -131.0, 46.0, -47.0, 255, 102, 255
L -131.0, 46.0, -47.0, -122.0, 61.0, -47.0, 255, 102, 255
L -122.0, 61.0, -47.0, -112.0, 66.0, -47.0, 255, 102, 255
L -112.0, 66.0, -47.0, -103.0, 63.0, -47.0, 255, 102, 255
L -103.0, 63.0, -47.0, -91.0, 41.0, -47.0, 255, 102, 255
L -91.0, 41.0, -47.0, -105.0, 29.0, -47.0, 255, 102, 255
L -105.0, 29.0, -47.0, -111.0, 16.0, -47.0, 255, 102, 255
L -111.0, 16.0, -47.0, -131.0, 9.0, -47.0, 255, 102, 255
L -131.0, 9.0, -47.0, -128.0, 0.0, -47.0, 255, 102, 255
L -128.0, 0.0, -47.0, -128.0, -13.0, -47.0, 255, 102, 255
L -128.0, -13.0, -47.0, -132.0, -27.0, -47.0, 255, 102, 255
L -132.0, -27.0, -47.0, -132.0, -36.0, -47.0, 255, 102, 255
L -132.0, -36.0, -47.0, -119.0, -44.0, -47.0, 255, 102, 255
L -119.0, -44.0, -47.0, -117.0, -59.0, -47.0, 255, 102, 255
L 37.0, -182.0, -46.0, 57.0, -175.0, -46.0, 255, 102, 255
L 57.0, -175.0, -46.0, 80.0, -175.0, -46.0, 255, 102, 255
L 80.0, -175.0, -46.0, 87.0, -182.0, -46.0, 255, 102, 255
L 87.0, -182.0, -46.0, 87.0, -193.0, -46.0, 255, 102, 255
L 87.0, -193.0, -46.0, 79.0, -199.0, -46.0, 255, 102, 255
L 79.0, -199.0, -46.0, 75.0, -215.0, -46.0, 255, 102, 255
L 77.0, -230.0, -46.0, 115.0, -259.0, -46.0, 255, 102, 255
L 115.0, -259.0, -46.0, 131.0, -265.0, -46.0, 255, 102, 255
L 131.0, -265.0, -46.0, 146.0, -279.0, -46.0, 255, 102, 255
L 146.0, -279.0, -46.0, 145.0, -316.0, -46.0, 255, 102, 255
L 145.0, -316.0, -46.0, 126.0, -327.0, -46.0, 255, 102, 255
L 126.0, -327.0, -46.0, 110.0, -330.0, -45.0, 255, 102, 255
L 110.0, -330.0, -45.0, 28.0, -331.0, -45.0, 255, 102, 255
L 160.0, -311.0, -46.0, 159.0, -261.0, -46.0, 255, 102, 255
L 159.0, -261.0, -46.0, 145.0, -258.0, -46.0, 255, 102, 255
L 145.0, -258.0, -46.0, 130.0, -249.0, -46.0, 255, 102, 255
L 130.0, -249.0, -46.0, 114.0, -240.0, -46.0, 255, 102, 255
L 114.0, -240.0, -46.0, 97.0, -227.0, -46.0, 255, 102, 255
L 28.0, -331.0, -45.0, -23.0, -313.0, -46.0, 255, 102, 255
L -23.0, -313.0, -46.0, -23.0, -252.0, -46.0, 255, 102, 255
L -23.0, -252.0, -46.0, -7.0, -245.0, -46.0, 255, 102, 255
L -7.0, -245.0, -46.0, 11.0, -248.0, -46.0, 255, 102, 255
L 11.0, -248.0, -46.0, 38.0, -248.0, -46.0, 255, 102, 255
L 38.0, -248.0, -46.0, 77.0, -230.0, -46.0, 255, 102, 255
L -1.0, 27.0, -46.0, -31.0, 0.0, -46.0, 0, 0, 0
L -42.0, 10.0, -46.0, -31.0, 0.0, -46.0, 0, 0, 0
L 0.0, 26.0, -46.0, -13.0, 38.0, -46.0, 0, 0, 0
L 0.0, 50.0, -46.0, -42.0, 10.0, -46.0, 0, 0, 0
L -43.0, 10.0, -45.0, -45.0, 3.0, -47.0, 0, 0, 0
L -45.0, 3.0, -47.0, -47.0, 1.0, -47.0, 0, 0, 0
L -47.0, 1.0, -47.0, -56.0, -1.0, -47.0, 0, 0, 0
L -56.0, -1.0, -47.0, -47.0, -3.0, -47.0, 0, 0, 0
L -47.0, -3.0, -47.0, -45.0, -5.0, -47.0, 0, 0, 0
L -45.0, -5.0, -47.0, -42.0, -14.0, -47.0, 0, 0, 0
L -42.0, -14.0, -47.0, -40.0, -5.0, -47.0, 0, 0, 0
L -40.0, -5.0, -47.0, -38.0, -3.0, -47.0, 0, 0, 0
L -38.0, -3.0, -47.0, -31.0, 0.0, -46.0, 0, 0, 0
L -31.0, 0.0, -46.0, -38.0, 1.0, -47.0, 0, 0, 0
L -38.0, 1.0, -47.0, -40.0, 3.0, -47.0, 0, 0, 0
L -40.0, 3.0, -47.0, -43.0, 10.0, -45.0, 0, 0, 0
L -13.0, 39.0, -45.0, -5.0, 36.0, -47.0, 0, 0, 0
L -5.0, 36.0, -47.0, -3.0, 34.0, -47.0, 0, 0, 0
L -1.0, 28.0, -45.0, 1.0, 34.0, -47.0, 0, 0, 0
L 1.0, 34.0, -47.0, 3.0, 36.0, -47.0, 0, 0, 0
L 3.0, 36.0, -47.0, 11.0, 38.0, -45.0, 0, 0, 0
L 11.0, 38.0, -45.0, 3.0, 41.0, -47.0, 0, 0, 0
L 3.0, 41.0, -47.0, 1.0, 43.0, -47.0, 0, 0, 0
L 1.0, 43.0, -47.0, -1.0, 51.0, -45.0, 0, 0, 0
L -1.0, 51.0, -45.0, -3.0, 43.0, -47.0, 0, 0, 0
L -3.0, 43.0, -47.0, -5.0, 41.0, -47.0, 0, 0, 0
L -5.0, 41.0, -47.0, -13.0, 39.0, -45.0, 0, 0, 0
L -3.0, 34.0, -47.0, -1.0, 28.0, -45.0, 0, 0, 0
L 85.0, -97.0, -110.0, 85.0, -82.0, -110.0, 178, 102, 255
L 85.0, -82.0, -110.0, 108.0, -82.0, -110.0, 178, 102, 255
L 108.0, -82.0, -110.0, 103.0, -52.0, -110.0, 178, 102, 255
L 103.0, -52.0, -110.0, 110.0, -38.0, -110.0, 178, 102, 255
L 110.0, -38.0, -110.0, 115.0, -5.0, -110.0, 178, 102, 255
L 115.0, -5.0, -110.0, 101.0, 19.0, -110.0, 178, 102, 255
L 101.0, 19.0, -110.0, 105.0, 43.0, -110.0, 178, 102, 255
L 105.0, 43.0, -110.0, 105.0, 69.0, -110.0, 178, 102, 255
L 105.0, 69.0, -110.0, 79.0, 82.0, -110.0, 178, 102, 255
L 79.0, 82.0, -110.0, 80.0, 126.0, -107.0, 178, 102, 255
L 80.0, 126.0, -107.0, 54.0, 160.0, -110.0, 178, 102, 255
L 54.0, 160.0, -110.0, 53.0, 203.0, -110.0, 178, 102, 255
L 53.0, 203.0, -110.0, 91.0, 203.0, -110.0, 178, 102, 255
L 91.0, 203.0, -110.0, 91.0, 161.0, -110.0, 178, 102, 255
L 91.0, 161.0, -110.0, 85.0, 150.0, -110.0, 178, 102, 255
L 85.0, 150.0, -110.0, 92.0, 127.0, -110.0, 178, 102, 255
L 92.0, 127.0, -110.0, 104.0, 115.0, -110.0, 178, 102, 255
L 104.0, 115.0, -110.0, 104.0, 89.0, -110.0, 178, 102, 255
L 104.0, 89.0, -110.0, 110.0, 81.0, -110.0, 178, 102, 255
L 110.0, 81.0, -110.0, 118.0, 67.0, -110.0, 178, 102, 255
L 118.0, 67.0, -110.0, 118.0, 19.0, -110.0, 178, 102, 255
L 118.0, 19.0, -110.0, 132.0, -6.0, -110.0, 178, 102, 255
L 132.0, -6.0, -110.0, 128.0, -39.0, -110.0, 178, 102, 255
L 128.0, -39.0, -110.0, 134.0, -91.0, -110.0, 178, 102, 255
L 134.0, -91.0, -110.0, 139.0, -105.0, -110.0, 178, 102, 255
L 139.0, -105.0, -110.0, 127.0, -120.0, -110.0, 178, 102, 255
L 127.0, -120.0, -110.0, 120.0, -134.0, -110.0, 178, 102, 255
L 120.0, -134.0, -110.0, 133.0, -154.0, -110.0, 178, 102, 255
L 133.0, -154.0, -110.0, 133.0, -185.0, -110.0, 178, 102, 255
L 133.0, -185.0, -110.0, 129.0, -203.0, -110.0, 178, 102, 255
L 129.0, -203.0, -110.0, 130.0, -213.0, -110.0, 178, 102, 255
L 130.0, -213.0, -110.0, 120.0, -274.0, -110.0, 178, 102, 255
L 101.0, -308.0, -110.0, 102.0, -347.0, -110.0, 178, 102, 255
L 38.0, -310.0, -110.0, 28.0, -309.0, -110.0, 178, 102, 255
L 28.0, -309.0, -110.0, 13.0, -291.0, -110.0, 178, 102, 255
L 13.0, -291.0, -110.0, 8.0, -277.0, -110.0, 178, 102, 255
L 8.0, -277.0, -110.0, 1.0, -222.0, -110.0, 178, 102, 255
L -9.0, -222.0, -110.0, 1.0, -222.0, -110.0, 178, 102, 255
L -9.0, -222.0, -110.0, -15.0, -212.0, -110.0, 178, 102, 255
L -15.0, -212.0, -110.0, -27.0, -213.0, -110.0, 178, 102, 255
L -27.0, -213.0, -110.0, -30.0, -207.0, -110.0, 178, 102, 255
L -54.0, -226.0, -110.0, -79.0, -238.0, -110.0, 178, 102, 255
L -79.0, -238.0, -110.0, -98.0, -238.0, -110.0, 178, 102, 255
L -98.0, -238.0, -110.0, -116.0, -231.0, -110.0, 178, 102, 255
L -116.0, -231.0, -110.0, -149.0, -230.0, -110.0, 178, 102, 255
L -149.0, -230.0, -110.0, -172.0, -225.0, -110.0, 178, 102, 255
L -172.0, -225.0, -110.0, -190.0, -203.0, -110.0, 178, 102, 255
L -190.0, -203.0, -110.0, -192.0, -173.0, -110.0, 178, 102, 255
L -192.0, -173.0, -110.0, -192.0, -172.0, -110.0, 178, 102, 255
L -192.0, -172.0, -110.0, -186.0, -162.0, -110.0, 178, 102, 255
L -186.0, -162.0, -110.0, -142.0, -162.0, -110.0, 178, 102, 255
L -142.0, -162.0, -110.0, -142.0, -133.0, -110.0, 178, 102, 255
L -142.0, -133.0, -110.0, -133.0, -120.0, -110.0, 178, 102, 255
L -133.0, -120.0, -110.0, -119.0, -112.0, -110.0, 178, 102, 255
L -119.0, -112.0, -110.0, -86.0, -112.0, -110.0, 178, 102, 255
L -86.0, -112.0, -110.0, -75.0, -119.0, -110.0, 178, 102, 255
L -75.0, -119.0, -110.0, -68.0, -131.0, -110.0, 178, 102, 255
L -68.0, -131.0, -110.0, -67.0, -179.0, -110.0, 178, 102, 255
L -67.0, -179.0, -110.0, -80.0, -194.0, -110.0, 178, 102, 255
L -80.0, -194.0, -110.0, -103.0, -197.0, -110.0, 178, 102, 255
L -103.0, -197.0, -110.0, -128.0, -194.0, -110.0, 178, 102, 255
L -128.0, -194.0, -110.0, -143.0, -178.0, -110.0, 178, 102, 255
L -143.0, -178.0, -110.0, -179.0, -171.0, -110.0, 178, 102, 255
L -179.0, -171.0, -110.0, -181.0, -189.0, -110.0, 178, 102, 255
L -181.0, -189.0, -110.0, -165.0, -220.0, -110.0, 178, 102, 255
L -165.0, -220.0, -110.0, -81.0, -220.0, -110.0, 178, 102, 255
L -81.0, -220.0, -110.0, -62.0, -208.0, -110.0, 178, 102, 255
L -62.0, -208.0, -110.0, -55.0, -199.0, -110.0, 178, 102, 255
L -6.0, -207.0, -110.0, -4.0, -209.0, -110.0, 178, 102, 255
L -4.0, -209.0, -110.0, -2.0, -209.0, -110.0, 178, 102, 255
L -2.0, -209.0, -110.0, 0.0, -209.0, -110.0, 178, 102, 255
L 0.0, -209.0, -110.0, 1.0, -208.0, -110.0, 178, 102, 255
L 1.0, -208.0, -110.0, 3.0, -209.0, -110.0, 178, 102, 255
L 3.0, -209.0, -110.0, 4.0, -211.0, -110.0, 178, 102, 255
L 4.0, -211.0, -110.0, 8.0, -215.0, -110.0, 178, 102, 255
L 8.0, -215.0, -110.0, 10.0, -214.0, -110.0, 178, 102, 255
L 10.0, -214.0, -110.0, 12.0, -214.0, -110.0, 178, 102, 255
L 12.0, -214.0, -110.0, 13.0, -214.0, -110.0, 178, 102, 255
L 13.0, -214.0, -110.0, 15.0, -214.0, -110.0, 178, 102, 255
L 15.0, -214.0, -110.0, 19.0, -214.0, -110.0, 178, 102, 255
L 19.0, -214.0, -110.0, 20.0, -216.0, -110.0, 178, 102, 255
L 20.0, -216.0, -110.0, 23.0, -223.0, -110.0, 178, 102, 255
L 23.0, -223.0, -110.0, 22.0, -225.0, -110.0, 178, 102, 255
L 22.0, -225.0, -110.0, 22.0, -231.0, -110.0, 178, 102, 255
L 22.0, -231.0, -110.0, 22.0, -233.0, -110.0, 178, 102, 255
L 22.0, -233.0, -110.0, 21.0, -240.0, -110.0, 178, 102, 255
L 21.0, -240.0, -110.0, 21.0, -242.0, -110.0, 178, 102, 255
L 21.0, -242.0, -110.0, 21.0, -247.0, -110.0, 178, 102, 255
L 21.0, -247.0, -110.0, 20.0, -249.0, -110.0, 178, 102, 255
L 20.0, -249.0, -110.0, 20.0, -254.0, -110.0, 178, 102, 255
L 20.0, -254.0, -110.0, 20.0, -256.0, -110.0, 178, 102, 255
L 20.0, -256.0, -110.0, 19.0, -268.0, -110.0, 178, 102, 255
L 19.0, -268.0, -110.0, 19.0, -270.0, -110.0, 178, 102, 255
L 19.0, -270.0, -110.0, 19.0, -276.0, -110.0, 178, 102, 255
L 19.0, -276.0, -110.0, 19.0, -278.0, -110.0, 178, 102, 255
L 19.0, -278.0, -110.0, 19.0, -279.0, -110.0, 178, 102, 255
L 19.0, -279.0, -110.0, 20.0, -280.0, -110.0, 178, 102, 255
L 20.0, -280.0, -110.0, 22.0, -281.0, -110.0, 178, 102, 255
L 22.0, -281.0, -110.0, 37.0, -292.0, -110.0, 178, 102, 255
L 37.0, -292.0, -110.0, 37.0, -294.0, -110.0, 178, 102, 255
L 37.0, -303.0, -110.0, 76.0, -296.0, -110.0, 178, 102, 255
L 76.0, -296.0, -110.0, 94.0, -301.0, -110.0, 178, 102, 255
L 94.0, -301.0, -110.0, 95.0, -291.0, -110.0, 178, 102, 255
L 95.0, -291.0, -110.0, 99.0, -281.0, -110.0, 178, 102, 255
L 99.0, -281.0, -110.0, 92.0, -274.0, -110.0, 178, 102, 255
L 92.0, -274.0, -110.0, 91.0, -266.0, -110.0, 178, 102, 255
L 91.0, -266.0, -110.0, 107.0, -266.0, -110.0, 178, 102, 255
L 107.0, -266.0, -110.0, 111.0, -207.0, -110.0, 178, 102, 255
L 111.0, -207.0, -110.0, 122.0, -197.0, -110.0, 178, 102, 255
L 122.0, -197.0, -110.0, 114.0, -189.0, -110.0, 178, 102, 255
L 114.0, -189.0, -110.0, 114.0, -179.0, -110.0, 178, 102, 255
L 114.0, -179.0, -110.0, 122.0, -173.0, -110.0, 178, 102, 255
L 122.0, -173.0, -110.0, 121.0, -156.0, -110.0, 178, 102, 255
L 121.0, -156.0, -110.0, 108.0, -140.0, -110.0, 178, 102, 255
L 108.0, -140.0, -110.0, 117.0, -105.0, -110.0, 178, 102, 255
L 117.0, -105.0, -110.0, 109.0, -97.0, -110.0, 178, 102, 255
L 85.0, -97.0, -110.0, 109.0, -97.0, -110.0, 178, 102, 255
L 79.0, -373.0, -110.0, 54.0, -373.0, -110.0, 178, 102, 255
L 54.0, -373.0, -110.0, 38.0, -360.0, -110.0, 178, 102, 255
L 38.0, -360.0, -110.0, 38.0, -310.0, -110.0, 178, 102, 255
L -30.0, -207.0, -110.0, -45.0, -207.0, -110.0, 178, 102, 255
L -45.0, -207.0, -110.0, -54.0, -226.0, -110.0, 178, 102, 255
L -6.0, -207.0, -110.0, -12.0, -191.0, -110.0, 178, 102, 255
L -12.0, -191.0, -110.0, -39.0, -191.0, -110.0, 178, 102, 255
L -39.0, -191.0, -110.0, -49.0, -199.0, -110.0, 178, 102, 255
L -49.0, -199.0, -110.0, -55.0, -199.0, -110.0, 178, 102, 255
L 79.0, -373.0, -110.0, 93.0, -361.0, -110.0, 178, 102, 255
L 93.0, -361.0, -110.0, 102.0, -347.0, -110.0, 178, 102, 255
L 78.0, -296.0, -101.0, 94.0, -301.0, -101.0, 0, 0, 255
L 94.0, -301.0, -101.0, 102.0, -309.0, -101.0, 0, 0, 255
L 102.0, -309.0, -101.0, 102.0, -347.0, -101.0, 0, 0, 255
L 102.0, -347.0, -101.0, 93.0, -361.0, -101.0, 0, 0, 255
L 93.0, -361.0, -101.0, 79.0, -373.0, -101.0, 0, 0, 255
L 79.0, -373.0, -101.0, 79.0, -378.0, -99.0, 0, 0, 255
L 79.0, -378.0, -99.0, 54.0, -378.0, -99.0, 0, 0, 255
L 54.0, -378.0, -99.0, 54.0, -375.0, -99.0, 0, 0, 255
L 54.0, -375.0, -99.0, 39.0, -360.0, -101.0, 0, 0, 255
L 39.0, -360.0, -101.0, 38.0, -310.0, -101.0, 0, 0, 255
L 38.0, -310.0, -101.0, 37.0, -303.0, -102.0, 0, 0, 255
L 120.0, -274.0, -85.0, 110.0, -281.0, -85.0, 204, 0, 204
L 110.0, -281.0, -85.0, 110.0, -347.0, -85.0, 204, 0, 204
L 110.0, -347.0, -85.0, 104.0, -362.0, -85.0, 204, 0, 204
L 104.0, -362.0, -85.0, 79.0, -378.0, -85.0, 204, 0, 204
L 95.0, -291.0, -85.0, 78.0, -288.0, -85.0, 204, 0, 204
L 78.0, -288.0, -85.0, 59.0, -288.0, -85.0, 204, 0, 204
L 59.0, -288.0, -85.0, 37.0, -292.0, -85.0, 204, 0, 204
L 37.0, -292.0, -85.0, 19.0, -279.0, -85.0, 204, 0, 204
L 23.0, -223.0, -85.0, 19.0, -279.0, -85.0, 204, 0, 204
L 8.0, -278.0, -85.0, 13.0, -291.0, -85.0, 204, 0, 204
L 28.0, -310.0, -85.0, 28.0, -360.0, -85.0, 204, 0, 204
L 28.0, -360.0, -85.0, 53.0, -378.0, -85.0, 204, 0, 204
L 53.0, -378.0, -85.0, 54.0, -375.0, -85.0, 0, 0, 0
L 54.0, -375.0, -85.0, 37.0, -360.0, -85.0, 0, 0, 0
L 37.0, -360.0, -85.0, 37.0, -302.0, -85.0, 0, 0, 0
L 37.0, -302.0, -85.0, 59.0, -295.0, -85.0, 0, 0, 0
L 59.0, -295.0, -85.0, 78.0, -295.0, -85.0, 0, 0, 0
L 78.0, -295.0, -85.0, 93.0, -299.0, -85.0, 0, 0, 0
L 93.0, -299.0, -85.0, 103.0, -309.0, -85.0, 0, 0, 0
L 103.0, -347.0, -85.0, 94.0, -362.0, -85.0, 0, 0, 0
L 94.0, -362.0, -85.0, 80.0, -374.0, -85.0, 0, 0, 0
L 80.0, -374.0, -85.0, 79.0, -378.0, -85.0, 0, 0, 0
L 120.0, -274.0, -85.0, 130.0, -212.0, -85.0, 204, 0, 204
L 130.0, -212.0, -85.0, 130.0, -202.0, -85.0, 204, 0, 204
L 130.0, -202.0, -85.0, 133.0, -185.0, -85.0, 204, 0, 204
L 133.0, -185.0, -85.0, 133.0, -154.0, -85.0, 204, 0, 204
L 133.0, -154.0, -85.0, 120.0, -134.0, -85.0, 204, 0, 204
L 120.0, -134.0, -85.0, 127.0, -120.0, -85.0, 204, 0, 204
L 127.0, -120.0, -85.0, 139.0, -105.0, -85.0, 204, 0, 204
L 139.0, -105.0, -85.0, 134.0, -89.0, -85.0, 204, 0, 204
L 134.0, -89.0, -85.0, 129.0, -37.0, -85.0, 204, 0, 204
L 103.0, -51.0, -85.0, 110.0, -38.0, -85.0, 204, 0, 204
L 129.0, -37.0, -85.0, 133.0, -6.0, -85.0, 204, 0, 204
L 133.0, -6.0, -85.0, 118.0, 18.0, -85.0, 204, 0, 204
L 118.0, 18.0, -85.0, 118.0, 67.0, -85.0, 204, 0, 204
L 118.0, 67.0, -85.0, 110.0, 81.0, -86.0, 204, 0, 204
L 110.0, 81.0, -86.0, 104.0, 88.0, -86.0, 204, 0, 204
L 104.0, 88.0, -86.0, 103.0, 115.0, -86.0, 204, 0, 204
L 103.0, 115.0, -86.0, 93.0, 125.0, -85.0, 204, 0, 204
L 93.0, 125.0, -85.0, 84.0, 149.0, -85.0, 204, 0, 204
L 84.0, 149.0, -85.0, 91.0, 161.0, -85.0, 204, 0, 204
L 91.0, 161.0, -85.0, 91.0, 204.0, -85.0, 204, 0, 204
L 91.0, 204.0, -85.0, 103.0, 235.0, -85.0, 204, 0, 204
L 103.0, 235.0, -85.0, 121.0, 235.0, -85.0, 204, 0, 204
L 121.0, 235.0, -85.0, 140.0, 249.0, -85.0, 204, 0, 204
L 140.0, 249.0, -85.0, 164.0, 249.0, -85.0, 204, 0, 204
L 164.0, 249.0, -85.0, 182.0, 235.0, -85.0, 204, 0, 204
L 182.0, 235.0, -85.0, 206.0, 235.0, -85.0, 204, 0, 204
L 206.0, 235.0, -85.0, 212.0, 209.0, -86.0, 204, 0, 204
L 212.0, 209.0, -86.0, 201.0, 207.0, -84.0, 204, 0, 204
L 201.0, 207.0, -84.0, 174.0, 206.0, -79.0, 204, 0, 204
L 174.0, 206.0, -79.0, 169.0, 205.0, -78.0, 204, 0, 204
L 169.0, 205.0, -78.0, 161.0, 197.0, -76.0, 204, 0, 204
L 161.0, 197.0, -76.0, 159.0, 191.0, -75.0, 204, 0, 204
L 159.0, 191.0, -75.0, 160.0, 187.0, -74.0, 204, 0, 204
L 160.0, 187.0, -74.0, 166.0, 174.0, -67.0, 204, 0, 204
L 166.0, 141.0, -48.0, 166.0, 142.0, -48.0, 255, 102, 255
L 177.0, 145.0, -49.0, 178.0, 147.0, -49.0, 204, 0, 204
L 178.0, 147.0, -49.0, 176.0, 151.0, -49.0, 204, 0, 204
L 176.0, 174.0, -68.0, 176.0, 151.0, -49.0, 204, 0, 204
L 176.0, 174.0, -68.0, 183.0, 188.0, -81.0, 204, 0, 204
L 183.0, 188.0, -81.0, 201.0, 188.0, -84.0, 204, 0, 204
L 201.0, 188.0, -84.0, 207.0, 190.0, -85.0, 204, 0, 204
L 207.0, 190.0, -85.0, 212.0, 186.0, -86.0, 204, 0, 204
L 212.0, 186.0, -86.0, 225.0, 186.0, -86.0, 204, 0, 204
L 225.0, 186.0, -86.0, 229.0, 190.0, -86.0, 204, 0, 204
L 229.0, 190.0, -86.0, 229.0, 204.0, -86.0, 204, 0, 204
L 229.0, 204.0, -86.0, 224.0, 210.0, -85.0, 204, 0, 204
L 224.0, 210.0, -85.0, 221.0, 234.0, -85.0, 204, 0, 204
L 221.0, 234.0, -85.0, 221.0, 248.0, -85.0, 204, 0, 204
L 221.0, 248.0, -85.0, 184.0, 248.0, -85.0, 204, 0, 204
L 184.0, 248.0, -85.0, 164.0, 262.0, -85.0, 204, 0, 204
L 164.0, 262.0, -85.0, 141.0, 261.0, -85.0, 204, 0, 204
L 141.0, 261.0, -85.0, 121.0, 248.0, -85.0, 204, 0, 204
L 121.0, 248.0, -85.0, 104.0, 248.0, -85.0, 204, 0, 204
L 104.0, 248.0, -85.0, 85.0, 234.0, -85.0, 204, 0, 204
L 85.0, 234.0, -85.0, 73.0, 203.0, -85.0, 204, 0, 204
L 73.0, 203.0, -85.0, 52.0, 202.0, -85.0, 204, 0, 204
L 52.0, 202.0, -85.0, 30.0, 195.0, -86.0, 204, 0, 204
L 30.0, 195.0, -86.0, -33.0, 195.0, -86.0, 204, 0, 204
L -33.0, 195.0, -86.0, -49.0, 185.0, -86.0, 204, 0, 204
L -49.0, 185.0, -86.0, -50.0, 178.0, -86.0, 204, 0, 204
L -50.0, 178.0, -86.0, -65.0, 171.0, -86.0, 204, 0, 204
L -65.0, 171.0, -86.0, -84.0, 182.0, -85.0, 204, 0, 204
L -84.0, 182.0, -85.0, -90.0, 195.0, -85.0, 204, 0, 204
L -90.0, 195.0, -85.0, -100.0, 195.0, -85.0, 204, 0, 204
L -100.0, 195.0, -85.0, -118.0, 189.0, -85.0, 204, 0, 204
L -118.0, 189.0, -85.0, -159.0, 189.0, -85.0, 204, 0, 204
L -159.0, 189.0, -85.0, -186.0, 208.0, -85.0, 204, 0, 204
L -186.0, 208.0, -85.0, -181.0, 211.0, -85.0, 204, 0, 204
L -181.0, 211.0, -85.0, -178.0, 214.0, -84.0, 204, 0, 204
L -178.0, 214.0, -84.0, -158.0, 214.0, -74.0, 204, 0, 204
L -178.0, 234.0, -84.0, -158.0, 234.0, -74.0, 204, 0, 204
L -158.0, 214.0, -74.0, -146.0, 214.0, -65.0, 204, 0, 204
L -146.0, 234.0, -66.0, -158.0, 234.0, -74.0, 204, 0, 204
L -203.0, 208.0, -85.0, -158.0, 170.0, -85.0, 204, 0, 204
L -158.0, 170.0, -85.0, -134.0, 170.0, -85.0, 204, 0, 204
L -134.0, 170.0, -85.0, -117.0, 172.0, -85.0, 204, 0, 204
L -117.0, 172.0, -85.0, -118.0, 159.0, -86.0, 204, 0, 204
L -118.0, 159.0, -86.0, -125.0, 148.0, -86.0, 204, 0, 204
L -125.0, 148.0, -86.0, -124.0, 138.0, -86.0, 204, 0, 204
L -124.0, 138.0, -86.0, -117.0, 131.0, -86.0, 204, 0, 204
L -117.0, 131.0, -86.0, -116.0, 114.0, -86.0, 204, 0, 204
L -116.0, 114.0, -86.0, -125.0, 87.0, -85.0, 204, 0, 204
L -125.0, 87.0, -85.0, -125.0, 75.0, -85.0, 204, 0, 204
L -125.0, 75.0, -85.0, -123.0, 65.0, -85.0, 204, 0, 204
L -123.0, 65.0, -85.0, -142.0, 62.0, -85.0, 204, 0, 204
L -142.0, 62.0, -85.0, -153.0, 55.0, -84.0, 204, 0, 204
L -153.0, 55.0, -84.0, -158.0, 55.0, -85.0, 204, 0, 204
L -158.0, 55.0, -85.0, -164.0, 50.0, -85.0, 204, 0, 204
L -164.0, 50.0, -85.0, -164.0, 43.0, -85.0, 204, 0, 204
L -164.0, 43.0, -85.0, -169.0, 37.0, -85.0, 204, 0, 204
L -169.0, 37.0, -85.0, -169.0, 29.0, -86.0, 204, 0, 204
L -164.0, 17.0, -85.0, -170.0, 29.0, -86.0, 204, 0, 204
L -164.0, 17.0, -85.0, -186.0, -19.0, -85.0, 204, 0, 204
L -186.0, -19.0, -85.0, -172.0, -63.0, -85.0, 204, 0, 204
L -172.0, -63.0, -85.0, -138.0, -85.0, -85.0, 204, 0, 204
L -138.0, -85.0, -85.0, -133.0, -100.0, -86.0, 204, 0, 204
